distance,damage
0,100
1,100
2,100
3,100
4,100
5,100
6,100
7,100
8,100
9,100
10,100
11,100
12,100
13,100
14,100
15,100
16,100
17,100
18,100
19,100
20,100
21,100
22,100
23,100
24,100
25,100
26,100
27,100
28,100
29,100
30,100
31,100
32,100
33,100
34,100
35,100
36,100
37,100
38,100
39,100
40,100
41,100
42,100
43,100
44,100
45,100
46,100
47,100
48,100
49,100
50,100
51,100
52,100
53,100
54,100
55,100
56,100
57,100
58,100
59,100
60,100
61,100
62,100
63,100
64,100
65,100
66,100
67,100
68,100
69,100
70,100
71,100
72,100
73,100
74,100
75,100
76,100
77,100
78,100
79,100
80,100
81,100
82,100
83,100
84,100
85,100
86,100
87,100
88,100
89,100
90,100
91,100
92,100
93,100
94,100
95,100
96,100
97,100
98,100
99,100
100,100
101,100
102,100
103,100
104,100
105,100
106,100
107,100
108,100
109,100
110,100
111,100
112,100
113,100
114,100
115,100
116,100
117,100
118,100
119,100
120,100
121,100
122,100
123,100
124,100
125,100
126,100
127,100
128,100
129,100
130,100
131,100
132,100
133,100
134,100
135,100
136,100
137,100
138,100
139,100
140,100
141,100
142,100
143,100
144,100
145,100
146,100
147,100
148,100
149,100
150,100
151,100
152,100
153,100
154,100
155,100
156,100
157,100
158,100
159,100
160,100
161,100
162,100
163,100
164,100
165,100
166,100
167,100
168,100
169,100
170,100
171,100
172,100
173,100
174,100
175,100
176,100
177,100
178,100
179,100
180,100
181,100
182,100
183,100
184,100
185,100
186,100
187,100
188,100
189,100
190,100
191,100
192,100
193,100
194,100
195,100
196,100
197,100
198,100
199,100
200,100
201,100
202,100
203,100
204,100
205,100
206,100
207,100
208,100
209,100
210,100
211,100
212,100
213,100
214,100
215,100
216,100
217,100
218,100
219,100
220,100
221,100
222,100
223,100
224,100
225,100
226,100
227,100
228,100
229,100
230,100
231,100
232,100
233,100
234,100
235,100
236,100
237,100
238,100
239,100
240,100
241,100
242,100
243,100
244,100
245,100
246,100
247,100
248,100
249,100
250,100
251,100
252,100
253,100
254,100
255,100
256,100
257,100
258,100
259,100
260,100
261,100
262,100
263,100
264,100
265,100
266,100
267,100
268,100
269,100
270,100
271,100
272,100
273,100
274,100
275,100
276,100
277,100
278,100
279,100
280,100
281,100
282,100
283,100
284,100
285,100
286,100
287,100
288,100
289,100
290,100
291,100
292,100
293,100
294,100
295,100
296,100
297,100
298,100
299,100
300,100
301,100
302,100
303,100
304,100
305,100
306,100
307,100
308,100
309,100
310,100
311,100
312,100
313,100
314,100
315,100
316,100
317,100
318,100
319,100
320,100
321,100
322,100
323,100
324,100
325,100
326,100
327,100
328,100
329,100
330,100
331,100
332,100
333,100
334,100
335,100
336,100
337,100
338,100
339,100
340,100
341,100
342,100
343,100
344,100
345,100
346,100
347,100
348,100
349,100
350,100
351,100
352,100
353,100
354,100
355,100
356,100
357,100
358,100
359,100
360,100
361,100
362,100
363,100
364,100
365,100
366,100
367,100
368,100
369,100
370,100
371,100
372,100
373,100
374,100
375,100
376,100
377,100
378,100
379,100
380,100
381,100
382,100
383,100
384,100
385,100
386,100
387,100
388,100
389,100
390,100
391,100
392,100
393,100
394,100
395,100
396,100
397,100
398,100
399,100
400,100
401,100
402,100
403,100
404,100
405,100
406,100
407,100
408,100
409,100
410,100
411,100
412,100
413,100
414,100
415,100
416,100
417,100
418,100
419,100
420,100
421,100
422,100
423,100
424,100
425,100
426,100
427,100
428,100
429,100
430,100
431,100
432,100
433,100
434,100
435,100
436,100
437,100
438,100
439,100
440,100
441,100
442,100
443,100
444,100
445,100
446,100
447,100
448,100
449,100
450,100
451,100
452,100
453,100
454,100
455,100
456,100
457,100
458,100
459,100
460,100
461,100
462,100
463,100
464,100
465,100
466,100
467,100
468,100
469,100
470,100
471,100
472,100
473,100
474,100
475,100
476,100
477,100
478,100
479,100
480,100
481,100
482,100
483,100
484,100
485,100
486,100
487,100
488,100
489,100
490,100
491,100
492,100
493,100
494,100
495,100
496,100
497,100
498,100
499,100
500,100
501,100
502,100
503,100
504,100
505,100
506,100
507,100
508,100
509,100
510,100
511,100
512,100
513,100
514,100
515,100
516,100
517,100
518,100
519,100
520,100
521,100
522,100
523,100
524,100
525,100
526,100
527,100
528,100
529,100
530,100
531,100
532,100
533,100
534,100
535,100
536,100
537,100
538,100
539,100
540,99.992485046387
541,99.992485046387
542,99.558204650879
543,99.124870300293
544,98.692481994629
545,98.261039733887
546,97.830535888672
547,97.400985717773
548,96.972373962402
549,96.544708251953
550,96.117988586426
551,95.69221496582
552,95.267387390137
553,94.843505859375
554,94.420562744141
555,93.998573303223
556,93.577522277832
557,93.157417297363
558,92.738258361816
559,92.320045471191
560,91.902778625488
561,91.486457824707
562,91.071075439453
563,90.656639099121
564,90.243156433105
565,89.830612182617
566,89.419013977051
567,89.008361816406
568,88.598655700684
569,88.189888000488
570,87.782073974609
571,87.375198364258
572,86.969268798828
573,86.564292907715
574,86.160255432129
575,85.75715637207
576,85.355010986328
577,84.953811645508
578,84.553550720215
579,84.154243469238
580,83.755874633789
581,83.358451843262
582,82.961975097656
583,82.566444396973
584,82.171859741211
585,81.778213500977
586,81.385520935059
587,80.993766784668
588,80.602966308594
589,80.213104248047
590,79.824188232422
591,79.436218261719
592,79.049186706543
593,78.663108825684
594,78.277976989746
595,77.893783569336
596,77.510536193848
597,77.128234863281
598,76.746879577637
599,76.366470336914
600,75.987007141113
601,75.608489990234
602,75.230911254883
603,74.854286193848
604,74.47859954834
605,74.103858947754
606,73.73006439209
607,73.357215881348
608,72.985313415527
609,72.614349365234
610,72.244338989258
611,71.875267028809
612,71.507148742676
613,71.13996887207
614,70.773735046387
615,70.408447265625
616,70.044097900391
617,69.680702209473
618,69.318252563477
619,68.956741333008
620,68.596176147461
621,68.236557006836
622,67.877891540527
623,67.520156860352
624,67.163375854492
625,66.807540893555
626,66.452644348145
627,66.098701477051
628,65.745697021484
629,65.39363861084
630,65.042526245117
631,64.692359924316
632,64.343139648438
633,63.99486541748
634,63.647533416748
635,63.301147460938
636,62.955707550049
637,62.611209869385
638,62.267658233643
639,61.925052642822
640,61.583393096924
641,61.24267578125
642,60.902904510498
643,60.564079284668
644,60.22620010376
645,59.889263153076
646,59.553276062012
647,59.218231201172
648,58.884128570557
649,58.550975799561
650,58.218765258789
651,57.887500762939
652,57.557182312012
653,57.227806091309
654,56.899375915527
655,56.571891784668
656,56.24535369873
657,55.919761657715
658,55.595111846924
659,55.271408081055
660,54.948650360107
661,54.626834869385
662,54.305969238281
663,53.986045837402
664,53.667068481445
665,53.349033355713
666,53.0319480896
667,52.715805053711
668,52.400608062744
669,52.086353302002
