distance,damage
672,13.890533447266
673,13.682794570923
674,13.478161811829
675,13.276589393616
676,13.078032493591
677,12.882444381714
678,12.689781188965
679,12.5
680,12.313056945801
681,12.128909111023
682,11.947516441345
683,11.768835067749
684,11.592826843262
685,11.419450759888
686,11.24866771698
687,11.080438613892
688,10.914726257324
689,10.751491546631
690,10.590698242188
691,10.432309150696
692,10.276288986206
693,10.122602462769
694,9.9712142944336
695,9.8220901489258
696,9.675196647644
697,9.530499458313
698,9.3879661560059
699,9.2475652694702
700,9.109263420105
701,8.973030090332
702,8.8388347625732
703,8.7066459655762
704,8.576434135437
705,8.448169708252
706,8.3218231201172
707,8.1973667144775
708,8.0747709274292
709,7.9540095329285
710,7.8350534439087
711,7.7178769111633
712,7.6024522781372
713,7.4887542724609
714,7.3767566680908
715,7.2664337158203
716,7.1577610969543
717,7.0507135391235
718,6.9452667236328
719,6.8413972854614
720,6.7390809059143
721,6.6382946968079
722,6.5390162467957
723,6.4412221908569
724,6.3448905944824
725,6.25
726,6.1565284729004
727,6.0644545555115
728,5.9737582206726
729,5.8844175338745
730,5.7964134216309
731,5.7097253799438
732,5.62433385849
733,5.5402193069458
734,5.4573631286621
735,5.3757457733154
736,5.2953491210938
737,5.2161545753479
738,5.138144493103
739,5.0613012313843
740,4.9856071472168
741,4.9110450744629
742,4.837598323822
743,4.7652497291565
744,4.6939830780029
745,4.6237826347351
746,4.5546317100525
747,4.486515045166
748,4.4194173812866
749,4.3533229827881
750,4.2882170677185
751,4.224084854126
752,4.1609115600586
753,4.0986833572388
754,4.0373854637146
755,3.9770047664642
756,3.9175267219543
757,3.8589384555817
758,3.8012261390686
759,3.7443771362305
760,3.6883783340454
761,3.6332168579102
762,3.5788805484772
763,3.5253567695618
764,3.4726333618164
765,3.4206986427307
766,3.3695404529572
767,3.3191473484039
768,3.2695081233978
769,3.2206110954285
770,3.1724452972412
771,3.125
772,3.0782642364502
773,3.0322272777557
774,2.9868791103363
775,2.9422087669373
776,2.8982067108154
777,2.8548626899719
778,2.812166929245
779,2.7701096534729
780,2.7286815643311
781,2.6878728866577
782,2.6476745605469
783,2.608077287674
784,2.5690722465515
785,2.5306506156921
786,2.4928035736084
787,2.4555225372314
788,2.418799161911
789,2.3826248645782
790,2.3469915390015
791,2.3118913173676
792,2.2773158550262
793,2.243257522583
794,2.2097086906433
795,2.176661491394
796,2.1441085338593
797,2.112042427063
798,2.0804557800293
799,2.0493416786194
800,2.0186927318573
801,1.9885023832321
802,1.9587633609772
803,1.9294692277908
804,1.9006130695343
805,1.8721885681152
806,1.8441891670227
807,1.8166084289551
808,1.7894402742386
809,1.7626783847809
810,1.7363166809082
811,1.7103493213654
812,1.6847702264786
813,1.659573674202
814,1.6347540616989
815,1.6103055477142
816,1.5862226486206
817,1.5625
818,1.5391321182251
819,1.5161136388779
820,1.4934395551682
821,1.4711043834686
822,1.4491033554077
823,1.427431344986
824,1.4060834646225
825,1.3850548267365
826,1.3643407821655
827,1.3439364433289
828,1.3238372802734
829,1.304038643837
830,1.2845361232758
831,1.2653253078461
832,1.2464017868042
833,1.2277612686157
834,1.2093995809555
835,1.1913124322891
836,1.1734957695007
837,1.1559456586838
838,1.1386579275131
839,1.1216287612915
840,1.1048543453217
841,1.088330745697
842,1.0720542669296
843,1.0560212135315
844,1.0402278900146
845,1.0246708393097
846,1.0093463659286
847,0.99425119161606
848,0.97938168048859
849,0.96473461389542
850,0.95030653476715
851,0.93609428405762
852,0.92209458351135
853,0.90830421447754
854,0.89472013711929
855,0.88133919239044
856,0.8681583404541
857,0.85517466068268
858,0.84238511323929
859,0.82978683710098
860,0.81737703084946
861,0.80515277385712
862,0.7931113243103
863,0.78125
864,0.76956605911255
865,0.75805681943893
866,0.74671977758408
867,0.73555219173431
868,0.72455167770386
869,0.71371567249298
870,0.70304173231125
871,0.69252741336823
872,0.68217039108276
873,0.67196822166443
874,0.66191864013672
875,0.65201932191849
876,0.64226806163788
877,0.63266265392303
878,0.6232008934021
879,0.61388063430786
880,0.60469979047775
881,0.59565621614456
882,0.58674788475037
883,0.57797282934189
884,0.56932896375656
885,0.56081438064575
886,0.55242717266083
887,0.54416537284851
888,0.53602713346481
889,0.52801060676575
890,0.52011394500732
891,0.51233541965485
892,0.50467318296432
893,0.49712559580803
894,0.48969084024429
895,0.48236730694771
896,0.47515326738358
897,0.46804714202881
898,0.46104729175568
899,0.45415210723877
900,0.44736006855965
901,0.44066959619522
902,0.43407917022705
903,0.42758733034134
904,0.42119255661964
905,0.41489341855049
906,0.40868851542473
907,0.40257638692856
908,0.39655566215515
909,0.390625
910,0.38478302955627
911,0.37902840971947
912,0.37335988879204
913,0.36777609586716
914,0.36227583885193
915,0.35685783624649
916,0.35152086615562
917,0.34626370668411
918,0.34108519554138
919,0.33598411083221
920,0.33095932006836
921,0.32600966095924
922,0.32113403081894
923,0.31633132696152
924,0.31160044670105
925,0.30694031715393
926,0.30234989523888
927,0.29782810807228
928,0.29337394237518
929,0.28898641467094
930,0.28466448187828
931,0.28040719032288
932,0.27621358633041
933,0.27208268642426
934,0.26801356673241
935,0.26400530338287
936,0.26005697250366
937,0.25616770982742
938,0.25233659148216
939,0.24856279790401
940,0.24484542012215
941,0.24118365347385
942,0.23757663369179
943,0.2340235710144
944,0.23052364587784
945,0.22707605361938
946,0.22368003427982
947,0.22033479809761
948,0.21703958511353
949,0.21379366517067
950,0.21059627830982
951,0.20744670927525
952,0.20434425771236
953,0.20128819346428
954,0.19827783107758
955,0.1953125
956,0.19239151477814
957,0.18951420485973
958,0.18667994439602
959,0.18388804793358
960,0.18113791942596
961,0.17842891812325
962,0.17576043307781
963,0.17313185334206
964,0.17054259777069
965,0.16799205541611
966,0.16547966003418
967,0.16300483047962
968,0.16056701540947
969,0.15816566348076
970,0.15580022335052
971,0.15347015857697
972,0.15117494761944
973,0.14891405403614
974,0.14668697118759
975,0.14449320733547
976,0.14233224093914
977,0.14020359516144
978,0.13810679316521
979,0.13604134321213
980,0.1340067833662
981,0.13200265169144
982,0.13002848625183
983,0.12808385491371
984,0.12616829574108
985,0.12428139895201
986,0.12242271006107
987,0.12059182673693
988,0.11878831684589
989,0.1170117855072
990,0.11526182293892
991,0.11353802680969
992,0.11184001713991
993,0.11016739904881
994,0.10851979255676
995,0.10689683258533
996,0.10529813915491
997,0.10372335463762
998,0.10217212885618
999,0.10064409673214
1000,0.099138915538788
