distance,damage
0,100
1,100
2,100
3,100
4,100
5,100
6,100
7,100
8,100
9,100
10,100
11,100
12,100
13,100
14,100
15,100
16,100
17,100
18,100
19,100
20,100
21,100
22,100
23,100
24,100
25,100
26,100
27,100
28,100
29,100
30,100
31,100
32,100
33,100
34,100
35,100
36,100
37,100
38,100
39,100
40,100
41,100
42,100
43,100
44,100
45,100
46,100
47,100
48,100
49,100
50,100
51,100
52,100
53,100
54,100
55,100
56,100
57,100
58,100
59,100
60,100
61,100
62,100
63,100
64,100
65,100
66,100
67,100
68,100
69,100
70,100
71,100
72,100
73,100
74,100
75,100
76,100
77,100
78,100
79,100
80,100
81,100
82,100
83,100
84,100
85,100
86,100
87,100
88,100
89,100
90,100
91,100
92,100
93,100
94,100
95,100
96,100
97,100
98,100
99,100
100,100
101,100
102,100
103,100
104,100
105,100
106,100
107,100
108,100
109,100
110,100
111,100
112,100
113,100
114,100
115,100
116,100
117,100
118,100
119,100
120,100
121,100
122,100
123,100
124,100
125,100
126,100
127,100
128,100
129,100
130,100
131,100
132,100
133,100
134,100
135,100
136,100
137,100
138,100
139,100
140,100
141,100
142,100
143,100
144,100
145,100
146,100
147,100
148,100
149,100
150,100
151,100
152,100
153,100
154,100
155,100
156,100
157,100
158,100
159,100
160,100
161,100
162,100
163,100
164,100
165,100
166,100
167,100
168,100
169,100
170,100
171,100
172,100
173,100
174,100
175,100
176,100
177,100
178,100
179,100
180,100
181,100
182,100
183,100
184,100
185,100
186,100
187,100
188,100
189,100
190,100
191,100
192,100
193,100
194,100
195,100
196,100
197,100
198,100
199,100
200,100
201,100
202,100
203,100
204,100
205,100
206,100
207,100
208,100
209,100
210,100
211,100
212,100
213,100
214,100
215,100
216,100
217,100
218,100
219,100
220,100
221,100
222,100
223,100
224,100
225,100
226,100
227,100
228,100
229,100
230,100
231,100
232,100
233,100
234,100
235,100
236,100
237,100
238,100
239,100
240,100
241,100
242,100
243,100
244,100
245,100
246,100
247,100
248,100
249,100
250,100
251,100
252,100
253,100
254,100
255,100
256,100
257,100
258,100
259,100
260,100
261,100
262,100
263,100
264,100
265,100
266,100
267,100
268,100
269,100
270,100
271,100
272,100
273,100
274,100
275,100
276,100
277,100
278,100
279,100
280,100
281,100
282,100
283,100
284,100
285,100
286,100
287,100
288,100
289,100
290,100
291,100
292,100
293,100
294,100
295,100
296,100
297,100
298,100
299,100
300,100
301,100
302,93.303298950195
303,87.055053710938
304,81.225242614746
305,75.785827636719
306,70.710678100586
307,65.975395202637
308,61.557220458984
309,57.434917449951
310,53.588672637939
311,50
312,46.651649475098
313,43.527526855469
314,40.612621307373
315,37.892913818359
316,35.355339050293
317,32.987697601318
318,30.778610229492
319,28.717458724976
320,26.79433631897
321,25
322,23.325824737549
323,21.763763427734
324,20.306310653687
325,18.94645690918
326,17.677669525146
327,16.493848800659
328,15.389305114746
329,14.358729362488
330,13.397168159485
331,12.5
332,11.662912368774
333,10.881881713867
334,10.153155326843
335,9.4732284545898
336,8.8388347625732
337,8.2469244003296
338,7.694652557373
339,7.1793646812439
340,6.6985840797424
341,6.25
342,5.8314561843872
343,5.4409408569336
344,5.0765776634216
345,4.7366142272949
346,4.4194173812866
347,4.1234622001648
348,3.8473262786865
349,3.5896823406219
350,3.3492920398712
351,3.125
352,2.9157280921936
353,2.7204704284668
354,2.5382888317108
355,2.3683071136475
356,2.2097086906433
357,2.0617311000824
358,1.9236631393433
359,1.794841170311
360,1.6746460199356
361,1.5625
362,1.4578640460968
363,1.3602352142334
364,1.2691444158554
365,1.1841535568237
366,1.1048543453217
367,1.0308655500412
368,0.96183156967163
369,0.89742058515549
370,0.8373230099678
371,0.78125
372,0.7289320230484
373,0.6801176071167
374,0.6345722079277
375,0.59207677841187
376,0.55242717266083
377,0.5154327750206
378,0.48091578483582
379,0.44871029257774
380,0.4186615049839
381,0.390625
382,0.3644660115242
383,0.34005880355835
384,0.31728610396385
385,0.29603838920593
386,0.27621358633041
387,0.2577163875103
388,0.24045789241791
389,0.22435514628887
390,0.20933075249195
391,0.1953125
392,0.1822330057621
393,0.17002940177917
394,0.15864305198193
395,0.14801919460297
396,0.13810679316521
397,0.12885819375515
398,0.12022894620895
399,0.11217757314444
400,0.10466537624598
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
542,0
543,0
543,0
544,0
544,0
545,0
545,0
546,0
546,0
547,0
547,0
548,0
548,0
549,0
549,0
550,0
550,0
551,0
551,0
552,0
552,0
553,0
553,0
554,0
554,0
555,0
555,0
556,0
556,0
557,0
557,0
558,0
558,0
559,0
559,0
560,0
560,0
561,0
561,0
562,0
562,0
563,0
563,0
564,0
564,0
565,0
565,0
566,0
566,0
567,0
567,0
568,0
568,0
569,0
569,0
570,0
570,0
571,0
571,0
572,0
572,0
573,0
573,0
574,0
574,0
575,0
575,0
576,0
576,0
577,0
577,0
578,0
578,0
579,0
579,0
580,0
580,0
581,0
581,0
582,0
582,0
583,0
583,0
584,0
584,0
585,0
585,0
586,0
586,0
587,0
587,0
588,0
588,0
589,0
589,0
590,0
590,0
591,0
591,0
592,0
592,0
593,0
593,0
594,0
594,0
595,0
595,0
596,0
596,0
597,0
597,0
598,0
598,0
599,0
599,0
600,0
600,0
601,0
601,0
602,0
602,0
603,0
603,0
604,0
604,0
605,0
605,0
606,0
606,0
607,0
607,0
608,0
608,0
609,0
609,0
610,0
610,0
611,0
611,0
612,0
612,0
613,0
613,0
614,0
614,0
615,0
615,0
616,0
616,0
617,0
617,0
618,0
618,0
619,0
619,0
620,0
620,0
621,0
